,WEAPON,DRUG,LIQUOR,MURD,FORCIB,NONFOR,ROBBE,AGG_A,BURGLA,VEHIC,ARSON,BURGLA_RAC,SIM_A,SIM_A_RAC,SIM_A_SEX,LAR_T,LAR_T_RAC,INTIM,INTIM_RAC,INTIM_REL,INTIM_SEX,INTIM_GEN,INTIM_ETH,VANDAL,VANDAL_RAC,VANDAL_REL,VANDAL_SEX,VANDAL_GEN,VANDAL_ETH,RAPE,FONDL,STATR,confidence_score
Robert Morris University,226.0461304862766,45.73228047901676,117.43445513756672,100.0,86.30388359196601,100.0,90.03375989723472,71.3170137067494,81.22794980298816,93.22053971657155,91.80521505421369,100.0,100.0,100.0,100.0,100.0,100.0,20.788489636880538,203.75451872266711,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,34.6455530253281,75.29106557067816,100.0,98.0500267133793
Rosemont College,475.3455825737377,62.20939095877947,61.320955125889284,100.0,23.77671255313878,100.0,100.0,20.184983686968547,375.9302301122937,100.0,433.72881791178503,100.0,100.0,100.0,100.0,100.0,100.0,572.2267460039624,100.0,100.0,100.0,100.0,10634.620850250776,171.4189848356707,100.0,100.0,100.0,100.0,5549.800447500408,81.85924568949184,37.51315740913725,100.0,637.4980032691261
Saint Francis University,100.0,32.85522289984393,36.361792417983196,100.0,16.336882766513128,100.0,100.0,70.79819352475859,137.83325145329053,100.0,51.181349165574886,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,177.23576462990152,101.24697311151962,100.0,94.4952946865433
Saint Joseph's University,85.7679884072669,109.2838353315489,300.42387591092665,100.0,6.216168531786255,100.0,1.0718250139224128,70.0558317360201,30.02753465572492,75.73411072049619,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,45.46879105846669,100.0,100.0,433.32937996406554,100.0,100.0,2.531340505631909,3.1815143110622772,100.0,98.8466311295912
Saint Vincent College,11.837985160273929,38.67679416039415,224.86539481324658,100.0,24.08042710912686,100.0,100.0,40.377257216295675,24.289367883854382,31.528383546969728,32.90053884012156,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,20.756413789577156,36.96523106085227,100.0,83.94618104939725
Saint Vincent Seminary,100.0,485.52565085155146,2381.971587288551,100.0,2412.9677522835273,100.0,100.0,100.0,856.7504673901352,1143.897508066533,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2166.8015357167624,100.0,376.4973281749081
Seton Hill University,77.51272625850105,38.73827800938168,24.288234525468024,100.0,114.00788694128323,100.0,100.0,51.98024619657112,244.53648405144136,69.73369412310572,46.48140241889443,100.0,100.0,100.0,100.0,100.0,100.0,574.0620235459792,917.0640571810885,100.0,964.747122200913,100.0,100.0,662.0479956460076,1596.776817891603,411.8063804338713,100.0,100.0,100.0,167.45509719069287,37.888588483585046,100.0,237.47271984682462
Shippensburg University of Pennsylvania,78.19261419659021,7.529571671123481,56.329060475004766,100.0,87.7914676826714,1994.8045253928885,45.33998396572196,75.41994782928091,12.25023945213613,90.70448323603173,83.56314037719999,100.0,100.0,100.0,100.0,100.0,100.0,17.191680209517926,108.24336325263948,100.0,100.0,100.0,100.0,0.3043254099313007,13.146446196764474,100.0,100.0,100.0,1291.9424806886957,36.52667613560884,100.0,100.0,174.97750019286894
Slippery Rock University of Pennsylvania,66.71613608260432,21.259831006204426,14.030603848729914,100.0,6.458733424512551,100.0,100.0,48.54991173622149,78.1753267599859,87.83934746553041,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,73.94900059181285,70.45224314522952,100.0,86.48222293940098
Susquehanna University,47.97068219094612,322.5844922896479,512.5178112838404,100.0,234.48545168139776,100.0,53.639102285843855,216.88995322406504,169.24811775812222,100.0,11.529797903710326,100.0,100.0,100.0,100.0,3638.5717672306228,100.0,883.2955880935335,2019.5052538630302,100.0,100.0,100.0,100.0,920.8994964877556,100.0,4166.30478043554,315.87820353898,100.0,100.0,204.0154361239317,934.4678965211397,100.0,507.86886971600325
Swarthmore College,46.762756606694175,95.83407173732137,53.68124954845601,100.0,3452.953401113355,100.0,100.15800635607557,188.02885007770973,308.42793061696534,263.08263109835457,19.747088968015365,100.0,100.0,100.0,100.0,100.0,100.0,708.6226777328422,408.3737553167845,1764.6488642666177,698.3118012393402,100.0,3128.173346261582,3001.6583352197254,2020.3109006644215,2202.4118962935504,6483.528492955253,100.0,100.0,1121.4032496355544,2463.929511202153,100.0,929.0640255284616
Talmudical Yeshiva of Philadelphia,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,310.7289330429764,789.9999071799983,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,128.14777625696797
Temple University,90.1752009468613,70.99983883870105,43.86245872786008,100.0,48.29695683126135,100.0,240.65648923872624,13.200459000660434,69.22035297752842,38.577847806975704,70.3790551853475,100.0,100.0,100.0,100.0,100.0,100.0,148.71546096164846,66.78950203596109,52.94055421348058,292.87048083895627,100.0,164.77833448208827,33.05225423967426,65.21795277739399,68.52560659945458,50.910158149323145,100.0,100.0,47.66672526383742,15.203095442085418,100.0,90.37621201743205
Thiel College,63.89654831730168,228.85243851032416,236.47437008055837,100.0,29.431309112214944,7771.902533536935,100.0,100.0,243.90128464110643,100.0,147.0671708785676,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,43.87730519978608,472.9030746985649,100.0,360.57206359297993
Ursinus College,147.3543815540936,445.2765428402248,395.9962618155754,100.0,752.024039351286,100.0,7.001270690260957,368.39050519628364,529.3110329188589,15.651080010972604,571.1774359397249,100.0,2344.650807984193,3834.1511636685505,100.0,100.0,100.0,463.56138000105256,844.8158306448092,1632.730837428026,100.0,100.0,100.0,1265.264847568922,1476.2444727998793,2752.698020609588,456.16041942938955,100.0,100.0,1255.2153092649937,1590.8345433605114,100.0,698.3909432211623
Valley Forge Christian College,100.0,92.78128793513922,86.43383575085852,100.0,41.909919086274485,100.0,100.0,100.0,722.7287783287143,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1554.7961987724113,100.0,100.0,5966.946897932687,100.0,100.0,100.0,100.0,100.0,345.7999036814401
Villanova University,84.5859705793606,11.34063032873206,240.3076357288064,100.0,85.83027454370102,100.0,51.70609266968823,33.97947499089585,5.497824382434848,44.15233231264581,109.12402438648085,100.0,100.0,100.0,100.0,100.0,100.0,75.5932447425167,26.404078031966836,100.0,131.13896976668224,100.0,100.0,372.65143311960634,698.0746612100019,344.41876207739494,159.9309040076073,100.0,100.0,23.466267431400503,40.13334129742056,100.0,123.07299755022947
Washington & Jefferson College,74.84403359765615,388.8066472889679,83.13735056805136,100.0,176.03522172826607,100.0,63.47958375929601,21.1702767803123,50.31938915989579,25.471780063948874,12.143318108325047,100.0,100.0,100.0,100.0,100.0,100.0,121.3094343071702,100.0,100.0,100.0,100.0,100.0,436.13679328838816,364.2410547248112,100.0,100.0,100.0,100.0,837.98550872751,216.90306105554367,100.0,145.99948291119196
West Chester University of Pennsylvania,60.86499885085303,70.51694950766813,53.646241746584224,100.0,32.55568329586181,100.0,67.30282407379931,60.00624391137504,34.649115916163886,82.20639251824208,44.93858570451278,100.0,100.0,100.0,100.0,100.0,100.0,256.65388444526707,448.105720818801,448.28560454732695,212.98323021042674,100.0,100.0,300.00819758641376,772.8454739058022,125.66881494741394,41.33831113958688,100.0,100.0,49.969962601100384,67.57403523680607,100.0,141.56625846762518
Widener University-Main Campus,63.639737079541995,0.05091070450912743,97.20375085866172,100.0,45.205456530866165,100.0,8.863328591543326,154.09604062648802,24.897986415947887,92.25062012094628,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41.21988424911277,100.0,88.35711609930054
Brown University,174.39343685923538,42.95833130240451,60.120872397994965,100.0,360.959845130003,764.1990340556083,277.7068309406641,10.764893644148804,208.5244461440474,57.817093851949345,100.0,100.0,48.190326722608546,257.7217313099034,100.0,809.2094004126712,100.0,173.29660255065812,14.090450354708231,530.2101259178082,100.0,100.0,991.0512804952056,341.38610588933733,329.97094797840623,937.5524807086653,102.28065455299291,100.0,100.0,537.6948859986802,116.63788435773503,100.0,254.58555192423236
Bryant University,88.52099764967792,390.432290487356,645.7444428973662,100.0,512.8696054475778,100.0,100.0,58.59685643279903,5.1606208314629045,90.21402567524936,3.824686888898152,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,120.12069759496651,149.66692253635654,100.0,133.28597332630346
Johnson & Wales University,100.0,100.0,100.0,100.0,287.42270604352444,100.0,73.48647072528654,336.88454815923785,95.46148811808582,165.52896661127036,317.35410600366873,100.0,2180.2130952798057,100.0,7487.827757739015,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,417.0055980837467
New England Institute of Technology,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,12.715491631094523,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.27235911347171
Providence College,64.99458595173454,172.05164198687692,403.86161358576544,100.0,35.65005742095783,100.0,12.259245082665778,60.54387667918218,56.08391294021031,62.69687984971317,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,16.09227086175482,35.95777706015673,100.0,97.50599566934432
University of Rhode Island,39.961645122686306,41.103717499110964,97.40129347006365,100.0,69.15951026747389,371.7414907001225,35.37662586223858,44.646718526985026,56.50004266331135,76.9735602052706,3.642397117770862,100.0,100.0,100.0,100.0,100.0,100.0,664.5720207394157,228.26893102853006,100.0,636.4125279862808,4360.466350364563,100.0,321.64504920984405,525.8901879896536,324.7776275843599,231.25764005130267,100.0,100.0,17.7147615589548,80.92638488362194,100.0,294.6387025884863
Rhode Island School of Design,52.89936415046924,186.33452410196435,36.520501228144184,100.0,134.07519929590316,100.0,198.07623894062928,175.7432280287843,6.425725545560726,204.14619793843175,2.439723153639429,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,629.316436080557,100.0,389.82322304370234,2191.8959150063383,100.0,100.0,62.88830718659386,58.35918131709128,100.0,191.52949265680655
Salve Regina University,53.802584050879,8.954455243276433,329.9495700788387,100.0,191.7368969909077,100.0,100.0,16.68621598803441,49.44182311933334,86.8720668529979,7.145778011524334,100.0,407.3088053631827,100.0,1588.1631997678794,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,15.63056891711723,91.38823785999341,100.0,151.4712563201239
Zion Bible College,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,159.908683119887,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,101.87214634749647
Allen University,1959.960172634453,201.48301290208389,76.13871314856947,100.0,100.0,100.0,507.44371914242066,337.0580000688739,154.25757067016573,54.95339237317284,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,180.97795565436687
Charleston Southern University,243.419596806763,52.750248302729474,80.88404128530064,100.0,89.43816710659537,100.0,84.6289620495326,66.82144422318602,170.2217688352375,98.664638247645,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.60026186471299,100.0,100.0,102.4509102725532
Southern Wesleyan University,77.7504310570632,91.66664979917105,90.11871175683518,100.0,100.0,100.0,100.0,39.81170559476568,5.043240365196564,5.1600026868885704,100.0,100.0,100.0,100.0,100.0,100.0,100.0,68.97480852005705,324.9317281188442,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,84.76226888191346,3.6983112334858,100.0,93.49743306294438
College of Charleston,68.11993492143496,9.737546247058857,3.783023650156637,100.0,179.10655298046606,100.0,46.72860274413002,23.342065736081153,72.82456128237106,45.64379572211448,67.96142620755768,100.0,100.0,100.0,100.0,100.0,100.0,19.295396897002462,100.0,100.0,218.7021034438311,100.0,100.0,258.4391387815655,831.1177628118825,100.0,100.0,100.0,100.0,34.500323003090784,42.217701100996344,100.0,113.17249798530436
Claflin University,57.569286177514634,33.02660023537809,72.26737125759395,100.0,100.0,100.0,32.94025237542888,100.0,178.22384649046236,243.6401267347352,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.55210885222229
Clemson University,46.203881052012434,7.528748171886977,55.181873625761845,100.0,66.91012254830216,100.0,78.3293680889622,27.23686797248358,3.4981373804184175,301.2905432794722,36.282191618938896,100.0,26.58984866198769,205.57959369635554,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.21722173484343,69.39186335717949,100.0,100.0,100.0,100.0,35.52554226108023,55.2273293463306,100.0,87.59353539987548
Coker College,145.78659300592034,8.025923015151244,92.71589958168735,100.0,20.946245207013895,100.0,100.0,36.67731439077922,507.824342409407,109.53574318733261,111.72170161976729,100.0,100.0,100.0,100.0,100.0,100.0,699.9848561398171,1911.7729403909773,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,284.750184343295,45.45072571557957,100.0,186.72476465646022
Columbia International University,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,129.86898607587995,226.87699812921903,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,104.89831200640934
Francis Marion University,199.56299198930978,121.08035054543225,16.55827136995387,100.0,100.0,100.0,100.0,53.427521976885174,70.1972149407655,73.58130606090924,37.713290579278556,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,43.40489721077709,83.95207118367641,100.0,93.73368487053087
Furman University,53.11490218236082,74.34906493181141,302.5626996479292,100.0,384.49390922831606,100.0,80.41382079154621,224.12355089656924,121.35092199920882,939.2214485035908,182.7092722353855,100.0,100.0,100.0,100.0,100.0,100.0,256.0698387684816,795.4315335171954,100.0,100.0,100.0,100.0,283.3790299424655,895.9041467470942,100.0,100.0,100.0,100.0,349.5329874262729,215.6354335387008,100.0,214.32164251115398
Lander University,323.04359014318635,44.74338382124752,5.330921969237202,100.0,71.43458244276265,100.0,68.8130897905544,55.121805774167356,102.33541073604849,36.35601281496688,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.09933742163034
Lutheran Theological Southern Seminary,100.0,36.032896638153076,100.0,100.0,100.0,100.0,100.0,100.0,840.7017498726234,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,121.14795770346177
Medical University of South Carolina,40.97139923827371,59.73083124349766,98.51611638160422,100.0,49.168287880861996,100.0,63.01133600786228,339.12242649469897,41.94123945597809,151.6126200915023,55.50843034569076,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9.041411758154526,289.7447253016239,1238.0735621267952,138.6388245727045
Morris College,330.60929885650484,38.240293090281114,74.34116313459566,100.0,17.596977913759893,100.0,100.0,547.1446036070154,93.72541650614266,100.0,332.7503022069411,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,122.95025172860127
Newberry College,125.59261634320693,43.8399965522306,17.139895593664395,100.0,100.0,100.0,52.879511641546785,66.09663454370876,757.9596967997245,124.37351824513503,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,48.50058085949732,308.8843593897133,100.0,120.16458781151336
North Greenville University,0.05095202737366802,81.28254931294391,90.36852949225764,100.0,56.96508838457282,100.0,79.12321764881007,140.33475246505768,546.6408408869104,85.7987249618438,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,77.18312772078681,100.0,100.0,108.05461821564239
University of South Carolina-Columbia,2.056682473094754,22.0490703933368,32.339847738290906,52.47850876861916,82.24366009812913,100.0,59.622690308639235,44.22088289295182,5.5249709729460434,310.896788973772,88.34378087101295,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,67.34410082913983,83.98304215336843,100.0,89.09700082729066
Coastal Carolina University,170.41250582087238,402.95638923790744,480.10921212445254,915.6957535710815,18.279219694249214,100.0,7.5851602310000485,16.111880374778586,237.17631013513278,26.815999479083796,61.177570637276865,100.0,748.4249758182887,582.6807524002351,100.0,100.0,100.0,67.40232806542909,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,164.5619828946664,33.31701217547742,100.0,176.02209539562287
Sherman College of Straight Chiropractic,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,149.24576278676344,440.0854137588024,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,112.16659926704892
Wofford College,79.0391641944437,96.3820975191001,374.508192822378,100.0,11.898715102827353,100.0,188.48860481321327,176.75815594423415,215.29847010913556,270.6797404990539,22.88742026926695,100.0,100.0,100.0,100.0,100.0,100.0,676.9809207780787,876.9617384783421,100.0,100.0,100.0,100.0,684.2866042145986,1122.405327948271,100.0,1050.1658473858583,100.0,100.0,513.0794377632064,654.9747557880675,100.0,269.2123498009399
Dakota State University,86.71073329451741,75.46872595901631,39.53320578902317,100.0,77.11224149885199,100.0,100.0,76.03374402591346,39.00235473968515,77.34151125581616,59.93397589291731,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,63.59511083850151,23.874266366621715,100.0,88.08143342690201
